"","id","mean_fullfit","mean_bootstrap","median","CIlo","CIhi","Q1","Q3"
"390","NUM_EXIST_WBC_ACCTS_21 x NUM_EXIST_WBC_ACCTS",-0.00135,-5e-05,0,-0.00038,0,0,0
"391","LN_TERM_1 x WORST_DAYS_IN_EXCESS_AT_APPL",-9e-05,-5e-05,0,-0.00029,0,-3e-05,0
"392","NUM_EXIST_WBC_ACCTS_20 x NUM_EXIST_WBC_ACCTS",-0.00107,-5e-05,0,-0.00032,0,0,0
"393","NUM_EXIST_WBC_ACCTS_24",0.00104,-5e-05,-4e-05,-0.00012,0,-7e-05,-2e-05
"394","NUM_EXIST_WBC_ACCTS_24 x NUM_EXIST_WBC_ACCTS",-0.00082,-5e-05,0,-0.00036,0,0,0
"395","NUM_EXIST_WBC_ACCTS_25 x NUM_EXIST_WBC_ACCTS",-8e-04,-5e-05,0,-0.00036,0,0,0
"396","NUM_EXIST_WBC_ACCTS_27 x NUM_EXIST_WBC_ACCTS",-0.00079,-5e-05,0,-0.00036,0,0,0
"397","NUM_EXIST_WBC_ACCTS_26 x NUM_EXIST_WBC_ACCTS",-8e-04,-5e-05,0,-0.00036,0,0,0
"398","DRIVERS_LICENCE_IND_1_1 x NUM_EXIST_WBC_ACCTS_8",-0.01376,4e-05,0,0,6e-05,0,0
"399","DRIVERS_LICENCE_IND_1_0 x NUM_EXIST_WBC_ACCTS_8",0.01376,-4e-05,0,-6e-05,0,0,0
"400","NUM_EXIST_WBC_ACCTS_14 x NUM_EXIST_WBC_ACCTS",0.00166,-4e-05,0,-0.00018,0,0,0
"401","NUM_EXIST_WBC_ACCTS_11 x NUM_EXIST_WBC_ACCTS",0.00168,-4e-05,0,-0.00014,0,0,0
"402","NUM_EXIST_WBC_ACCTS_14 x SEC_FLAG",0.04238,4e-05,0,0,0,0,0
"403","NUM_EXIST_WBC_ACCTS_25",0.00034,-4e-05,-3e-05,-8e-05,0,-5e-05,-1e-05
"404","DRIVERS_LICENCE_IND_1_0 x NUM_EXIST_WBC_ACCTS_10",0.00395,4e-05,0,0,2e-05,0,0
"405","DRIVERS_LICENCE_IND_1_1 x NUM_EXIST_WBC_ACCTS_10",-0.00395,-4e-05,0,-2e-05,0,0,0
"406","NUM_BUR_ENQ_L6M_1 x NUM_EXIST_WBC_CHQ_ACCTS",0.00441,3e-05,0,0,0,0,0
"407","NUM_EXIST_WBC_ACCTS_10 x SEC_FLAG",-0.00172,3e-05,0,0,0,0,0
"408","NUM_EXIST_WBC_ACCTS_5 x DRIVERS_LICENCE_IND_2",3e-04,3e-05,0,0,0.00015,0,4e-05
"409","NUM_APPS_0 x DRIVERS_LICENCE_IND_2",2e-04,3e-05,1e-05,0,0.00013,0,4e-05
"410","NUM_EXIST_WBC_ACCTS_12 x SEC_FLAG",-0.00764,-3e-05,0,0,0,0,0
"411","NUM_APPS_0",-0.00021,-3e-05,-2e-05,-8e-05,0,-4e-05,-1e-05
"412","DRIVERS_LICENCE_IND_1_0 x NUM_EXIST_WBC_ACCTS_13",-0.00131,3e-05,0,0,2e-05,0,0
"413","DRIVERS_LICENCE_IND_1_1 x NUM_EXIST_WBC_ACCTS_13",0.00131,-3e-05,0,-2e-05,0,0,0
"414","NUM_EXIST_WBC_ACCTS_22 x NUM_EXIST_WBC_ACCTS",0.00077,-3e-05,0,-0.00016,0,0,0
"415","DRIVERS_LICENCE_IND_1_0 x NUM_EXIST_WBC_ACCTS_2",-0.01947,3e-05,0,0,0,0,0
"416","DRIVERS_LICENCE_IND_1_1 x NUM_EXIST_WBC_ACCTS_2",0.01947,-3e-05,0,0,0,0,0
"417","NUM_EXIST_WBC_ACCTS_20 x SEC_FLAG",0.07629,2e-05,0,0,0,0,0
"418","NUM_EXIST_WBC_ACCTS_7 x SEC_FLAG",-0.02723,-2e-05,0,0,0,0,0
"419","DRIVERS_LICENCE_IND_1_1 x NUM_EXIST_WBC_ACCTS_6",0.00038,2e-05,0,0,9e-05,0,0
"420","DRIVERS_LICENCE_IND_1_0 x NUM_EXIST_WBC_ACCTS_6",-0.00038,-2e-05,0,-9e-05,0,0,0
"421","DRIVERS_LICENCE_IND_1_0 x NUM_EXIST_WBC_ACCTS_11",0.00025,2e-05,0,0,1e-05,0,0
"422","DRIVERS_LICENCE_IND_1_1 x NUM_EXIST_WBC_ACCTS_11",-0.00025,-2e-05,0,-1e-05,0,0,0
"423","NUM_EXIST_WBC_ACCTS_26",0.00036,-2e-05,-2e-05,-5e-05,0,-3e-05,-1e-05
"424","NUM_EXIST_WBC_ACCTS_12 x NUM_EXIST_WBC_ACCTS",0.00359,2e-05,0,-2e-05,2e-05,0,0
"425","NUM_EXIST_WBC_ACCTS_22 x SEC_FLAG",0.00192,2e-05,0,0,0,0,0
"426","NUM_EXIST_WBC_ACCTS_4 x DRIVERS_LICENCE_IND_2",-3e-05,2e-05,0,-1e-05,7e-05,0,2e-05
"427","NUM_EXIST_WBC_ACCTS_9 x DRIVERS_LICENCE_IND_2",3e-04,1e-05,0,0,6e-05,0,2e-05
"428","NUM_EXIST_WBC_ACCTS_8 x DRIVERS_LICENCE_IND_2",0.00018,1e-05,0,0,6e-05,0,2e-05
"429","NUM_EXIST_WBC_ACCTS_17 x SEC_FLAG",-0.00225,1e-05,0,0,0,0,0
"430","NUM_EXIST_WBC_ACCTS_26 x SEC_FLAG",0.00414,1e-05,0,0,0,0,0
"431","NUM_EXIST_WBC_ACCTS_27 x SEC_FLAG",0.00451,1e-05,0,0,0,0,0
"432","NUM_EXIST_WBC_ACCTS_28 x SEC_FLAG",0.00467,1e-05,0,0,0,0,0
"433","NUM_EXIST_WBC_ACCTS_23 x SEC_FLAG",0.00266,1e-05,0,0,0,0,0
"434","NUM_EXIST_WBC_ACCTS_24 x SEC_FLAG",0.00293,1e-05,0,0,0,0,0
"435","NUM_EXIST_WBC_ACCTS_25 x SEC_FLAG",0.00381,1e-05,0,0,0,0,0
"436","NUM_EXIST_WBC_ACCTS_0 x DRIVERS_LICENCE_IND_2",-1e-05,-1e-05,0,-6e-05,0,-2e-05,0
"437","NUM_EXIST_WBC_ACCTS_21 x SEC_FLAG",0.00106,1e-05,0,0,0,0,0
"438","NUM_EXIST_WBC_ACCTS_19 x SEC_FLAG",-0.00517,1e-05,0,0,0,0,0
"439","NUM_EXIST_WBC_ACCTS_7 x DRIVERS_LICENCE_IND_2",0,1e-05,0,-1e-05,5e-05,0,2e-05
"440","NUM_EXIST_WBC_ACCTS_6 x DRIVERS_LICENCE_IND_2",5e-05,1e-05,0,-1e-05,5e-05,0,1e-05
"441","NUM_BUR_ENQ_L6M_1 x TIME_WITH_BANK_1",2e-05,1e-05,0,0,7e-05,0,0
"442","NUM_EXIST_WBC_ACCTS_10 x LN_PROTECTION_INS_IND_1",-0.00515,-1e-05,0,-0.00074,0.00099,0,2e-04
"443","NUM_EXIST_WBC_ACCTS_10 x LN_PROTECTION_INS_IND_0",0.00515,1e-05,0,-0.00099,0.00074,-2e-04,0
"444","DRIVERS_LICENCE_IND_1_0 x LN_PROTECTION_INS_IND",2e-05,1e-05,1e-05,0,2e-05,0,2e-05
"445","DRIVERS_LICENCE_IND_1_1 x LN_PROTECTION_INS_IND",-2e-05,-1e-05,-1e-05,-2e-05,0,-2e-05,0
"446","NUM_EXIST_WBC_ACCTS_13 x SEC_FLAG",-0.02921,-1e-05,0,0,0,0,0
"447","NUM_EXIST_WBC_ACCTS_8 x NUM_EXIST_WBC_ACCTS",0.00224,-1e-05,0,-0.00027,3e-04,0,0
"448","NUM_EXIST_WBC_ACCTS_16 x SEC_FLAG",0.01884,1e-05,0,0,0,0,0
"449","NUM_EXIST_WBC_ACCTS_12 x DRIVERS_LICENCE_IND_2",8e-05,1e-05,0,0,3e-05,0,1e-05
"450","NUM_EXIST_WBC_ACCTS_11 x DRIVERS_LICENCE_IND_2",8e-05,1e-05,0,0,3e-05,0,1e-05
"451","NUM_EXIST_WBC_ACCTS_17 x DRIVERS_LICENCE_IND_2",5e-05,1e-05,0,0,2e-05,0,1e-05
"452","NUM_EXIST_WBC_ACCTS_10 x DRIVERS_LICENCE_IND_2",2e-05,1e-05,0,0,3e-05,0,1e-05
"453","NUM_EXIST_WBC_ACCTS_15 x SEC_FLAG",0.02265,1e-05,0,0,0,0,0
"454","NUM_EXIST_WBC_ACCTS_13 x DRIVERS_LICENCE_IND_2",3e-05,1e-05,0,0,2e-05,0,1e-05
"455","NUM_EXIST_WBC_ACCTS_22 x DRIVERS_LICENCE_IND_2",3e-05,0,0,0,2e-05,0,1e-05
"456","NUM_EXIST_WBC_ACCTS_27 x DRIVERS_LICENCE_IND_2",3e-05,0,0,0,2e-05,0,1e-05
"457","NUM_EXIST_WBC_ACCTS_25 x DRIVERS_LICENCE_IND_2",3e-05,0,0,0,2e-05,0,1e-05
"458","NUM_EXIST_WBC_ACCTS_26 x DRIVERS_LICENCE_IND_2",3e-05,0,0,0,2e-05,0,1e-05
"459","NUM_EXIST_WBC_ACCTS_24 x DRIVERS_LICENCE_IND_2",3e-05,0,0,0,2e-05,0,1e-05
"460","NUM_EXIST_WBC_ACCTS_23 x DRIVERS_LICENCE_IND_2",2e-05,0,0,0,2e-05,0,1e-05
"461","NUM_EXIST_WBC_ACCTS_28 x DRIVERS_LICENCE_IND_2",3e-05,0,0,0,2e-05,0,1e-05
"462","NUM_EXIST_WBC_ACCTS_21 x DRIVERS_LICENCE_IND_2",2e-05,0,0,0,2e-05,0,1e-05
"463","NUM_EXIST_WBC_ACCTS_19 x DRIVERS_LICENCE_IND_2",2e-05,0,0,0,2e-05,0,1e-05
"464","NUM_EXIST_WBC_ACCTS_18 x SEC_FLAG",0.0215,0,0,0,0,0,0
"465","NUM_EXIST_WBC_ACCTS_29 x DRIVERS_LICENCE_IND_2",2e-05,0,0,0,2e-05,0,1e-05
"466","NUM_EXIST_WBC_ACCTS_18 x DRIVERS_LICENCE_IND_2",1e-05,0,0,0,2e-05,0,1e-05
"467","LN_AMT_1",-1e-05,0,0,-1e-05,0,-1e-05,0
"468","NUM_EXIST_WBC_ACCTS_15 x DRIVERS_LICENCE_IND_2",1e-05,0,0,0,1e-05,0,1e-05
"469","NUM_EXIST_WBC_ACCTS_20 x DRIVERS_LICENCE_IND_2",1e-05,0,0,0,1e-05,0,1e-05
"470","NUM_EXIST_WBC_ACCTS_14 x DRIVERS_LICENCE_IND_2",-1e-05,0,0,0,2e-05,0,1e-05
"471","NUM_BUR_ENQ_LST_7TO12_MTHS_1 x LN_TERM_1",0,0,0,0,1e-05,0,0
"472","NUM_EXIST_WBC_ACCTS_16 x DRIVERS_LICENCE_IND_2",-2e-05,0,0,0,1e-05,0,0
"473","NUM_EXIST_WBC_ACCTS_27",7e-05,0,0,-1e-05,0,0,0
"474","NUM_EXIST_WBC_ACCTS_12 x NUM_APPS",0.00927,0,0,-0.00076,0.00072,-5e-05,3e-05
"475","DRIVERS_LICENCE_IND_1_0 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"476","DRIVERS_LICENCE_IND_1_1 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"477","DRIVERS_LICENCE_IND_2_0 x NA",6e-05,0,0,0,1e-05,0,0
"478","DRIVERS_LICENCE_IND_2_1 x NA",-6e-05,0,0,-1e-05,0,0,0
"479","NUM_EXIST_WBC_MCD_BCD_ACCTS x TOT_MTH_MTGE_PYMTS",3e-05,0,0,0,1e-05,0,0
"480","NUM_EXIST_WBC_ACCTS_3 x SECURED_LOAN_PURPOSE_CODE",-0.00064,0,0,0,0,0,0
"481","TOT_MTH_MTGE_PYMTS x WORST_DAYS_IN_EXCESS_AT_APPL",0,0,0,-1e-05,0,0,0
"482","NUM_BUR_ENQ_LST_7TO12_MTHS_1 x AMT_OF_LN_PROTECTION_INS",0,0,0,0,0,0,0
"483","NUM_EXIST_WBC_ACCTS_2 x LN_PROTECTION_INS_IND",2e-05,0,0,0,0,0,0
"484","NUM_EXIST_WBC_ACCTS_1 x SECURED_LOAN_PURPOSE_CODE",0.00048,0,0,0,0,0,0
"485","NUM_EXIST_WBC_ACCTS_2 x SECURED_LOAN_PURPOSE_CODE",0.00069,0,0,0,0,0,0
"486","NUM_EXIST_WBC_ACCTS_1 x LN_PROTECTION_INS_IND",1e-05,0,0,0,0,0,0
"487","NUM_EXIST_WBC_ACCTS_4 x SECURED_LOAN_PURPOSE_CODE",-0.00014,0,0,0,0,0,0
"488","TIME_WITH_BANK_1 x LN_TERM_1",0,0,0,0,0,0,0
"489","NUM_APPS_1 x NA",-0.00744,0,0,0,0,0,0
"490","NUM_APPS_1 x LN_PROTECTION_INS_IND",1e-05,0,0,0,0,0,0
"491","NUM_EXIST_WBC_ACCTS_3 x LN_PROTECTION_INS_IND",-1e-05,0,0,0,0,0,0
"492","NUM_EXIST_WBC_ACCTS_3 x DRIVERS_LICENCE_IND_2",-0.00011,0,0,-4e-05,4e-05,0,0
"493","NUM_EXIST_WBC_ACCTS_5 x SECURED_LOAN_PURPOSE_CODE",-1e-04,0,0,0,0,0,0
"494","NUM_APPS_2 x NA",0.01164,0,0,0,0,0,0
"495","NUM_APPS_2 x LN_PROTECTION_INS_IND",-1e-05,0,0,0,0,0,0
"496","NUM_EXIST_WBC_ACCTS_5 x LN_PROTECTION_INS_IND",-2e-05,0,0,0,0,0,0
"497","LN_AMT_1 x LN_TERM_1",0,0,0,0,0,0,0
"498","AMT_OF_LN_PROTECTION_INS x NUM_EXIST_WBC_CHQ_ACCTS",0,0,0,0,0,0,0
"499","NUM_EXIST_WBC_ACCTS_0 x SECURED_LOAN_PURPOSE_CODE",-0.00011,0,0,0,0,0,0
"500","NUM_APPS_0 x NA",-0.0042,0,0,0,0,0,0
"501","NUM_APPS_0 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"502","LN_AMT_1 x WORST_DAYS_IN_EXCESS_AT_APPL",0,0,0,0,0,0,0
"503","NUM_EXIST_WBC_ACCTS_9 x SECURED_LOAN_PURPOSE_CODE",-0.00016,0,0,0,0,0,0
"504","AMT_OF_LN_PROTECTION_INS x WORST_DAYS_IN_EXCESS_AT_APPL",0,0,0,0,0,0,0
"505","NUM_EXIST_WBC_ACCTS_6 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"506","NUM_EXIST_WBC_ACCTS_12 x SECURED_LOAN_PURPOSE_CODE",-6e-05,0,0,0,0,0,0
"507","TIME_WITH_BANK_1 x TOT_MTH_MTGE_PYMTS",0,0,0,0,0,0,0
"508","NUM_EXIST_WBC_ACCTS_7 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"509","NUM_EXIST_WBC_ACCTS_13 x SECURED_LOAN_PURPOSE_CODE",-2e-05,0,0,0,0,0,0
"510","NUM_EXIST_WBC_ACCTS_9 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"511","LN_AMT_1 x NUM_BUR_ENQ_LST_7TO12_MTHS_1",0,0,0,0,0,0,0
"512","NUM_EXIST_WBC_ACCTS_17 x SECURED_LOAN_PURPOSE_CODE",-2e-05,0,0,0,0,0,0
"513","NUM_EXIST_WBC_ACCTS_12 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"514","NUM_EXIST_WBC_ACCTS_19 x SECURED_LOAN_PURPOSE_CODE",-3e-05,0,0,0,0,0,0
"515","NUM_EXIST_WBC_ACCTS_15 x SECURED_LOAN_PURPOSE_CODE",-3e-05,0,0,0,0,0,0
"516","NUM_EXIST_WBC_ACCTS_23 x SECURED_LOAN_PURPOSE_CODE",-3e-05,0,0,0,0,0,0
"517","NUM_EXIST_WBC_ACCTS_6 x SECURED_LOAN_PURPOSE_CODE",0.00026,0,0,0,0,0,0
"518","NUM_EXIST_WBC_ACCTS_16 x SECURED_LOAN_PURPOSE_CODE",-7e-05,0,0,0,0,0,0
"519","NUM_EXIST_WBC_ACCTS_22 x SECURED_LOAN_PURPOSE_CODE",-2e-05,0,0,0,0,0,0
"520","NUM_EXIST_WBC_ACCTS_28 x SECURED_LOAN_PURPOSE_CODE",-3e-05,0,0,0,0,0,0
"521","NUM_EXIST_WBC_ACCTS_24 x SECURED_LOAN_PURPOSE_CODE",-3e-05,0,0,0,0,0,0
"522","NUM_EXIST_WBC_ACCTS_25 x SECURED_LOAN_PURPOSE_CODE",-3e-05,0,0,0,0,0,0
"523","NUM_EXIST_WBC_ACCTS_26 x SECURED_LOAN_PURPOSE_CODE",-3e-05,0,0,0,0,0,0
"524","NUM_EXIST_WBC_ACCTS_27 x SECURED_LOAN_PURPOSE_CODE",-3e-05,0,0,0,0,0,0
"525","NUM_EXIST_WBC_ACCTS_21 x SECURED_LOAN_PURPOSE_CODE",-2e-05,0,0,0,0,0,0
"526","NUM_EXIST_WBC_ACCTS_20 x SECURED_LOAN_PURPOSE_CODE",0,0,0,0,0,0,0
"527","AMT_OF_LN_PROTECTION_INS x NUM_EXIST_WBC_MCD_BCD_ACCTS",1e-05,0,0,0,0,0,0
"528","NUM_EXIST_WBC_ACCTS_17 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"529","NUM_EXIST_WBC_ACCTS_16 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"530","NUM_EXIST_WBC_ACCTS_2 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"531","NUM_EXIST_WBC_ACCTS_18 x SECURED_LOAN_PURPOSE_CODE",-3e-05,0,0,0,0,0,0
"532","NUM_EXIST_WBC_ACCTS_13 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"533","NUM_EXIST_WBC_ACCTS_4 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"534","NUM_EXIST_WBC_ACCTS_3 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"535","NUM_EXIST_WBC_ACCTS_29 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"536","NUM_EXIST_WBC_ACCTS_18 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"537","NUM_EXIST_WBC_ACCTS_19 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"538","NUM_EXIST_WBC_ACCTS_27 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"539","NUM_EXIST_WBC_ACCTS_26 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"540","NUM_EXIST_WBC_ACCTS_25 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"541","NUM_EXIST_WBC_ACCTS_24 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"542","NUM_EXIST_WBC_ACCTS_28 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"543","NUM_EXIST_WBC_ACCTS_29 x SECURED_LOAN_PURPOSE_CODE",-1e-05,0,0,0,0,0,0
"544","NUM_EXIST_WBC_ACCTS_21 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"545","NUM_EXIST_WBC_ACCTS_23 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"546","NUM_EXIST_WBC_ACCTS_14 x SECURED_LOAN_PURPOSE_CODE",2e-05,0,0,0,0,0,0
"547","NUM_EXIST_WBC_ACCTS_15 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"548","NUM_EXIST_WBC_ACCTS_0 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"549","NUM_EXIST_WBC_ACCTS_14 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"550","NUM_EXIST_WBC_ACCTS_22 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"551","NUM_EXIST_WBC_ACCTS_11 x SECURED_LOAN_PURPOSE_CODE",-6e-05,0,0,0,0,0,0
"552","NUM_EXIST_WBC_ACCTS_7 x SECURED_LOAN_PURPOSE_CODE",0.00013,0,0,0,0,0,0
"553","NUM_EXIST_WBC_ACCTS_7 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"554","NUM_EXIST_WBC_ACCTS_6 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"555","LN_AMT_1 x NUM_BUR_ENQ_L6M_1",0,0,0,0,0,0,0
"556","NUM_EXIST_WBC_ACCTS_5 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"557","NUM_EXIST_WBC_ACCTS_1 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"558","NUM_EXIST_WBC_ACCTS_4 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"559","NUM_EXIST_WBC_ACCTS_11 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"560","NUM_EXIST_WBC_ACCTS_10 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"561","NUM_EXIST_WBC_ACCTS_10 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"562","NUM_EXIST_WBC_ACCTS_16 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"563","NUM_EXIST_WBC_ACCTS_11 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"564","NUM_EXIST_WBC_ACCTS_9 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"565","NUM_EXIST_WBC_ACCTS_10 x SECURED_LOAN_PURPOSE_CODE",-1e-05,0,0,0,0,0,0
"566","NUM_EXIST_WBC_ACCTS_12 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"567","AMT_OF_LN_PROTECTION_INS x TOT_MTH_MTGE_PYMTS",0,0,0,0,0,0,0
"568","NUM_EXIST_WBC_ACCTS_8 x SECURED_LOAN_PURPOSE_CODE",0.00012,0,0,0,0,0,0
"569","NUM_EXIST_WBC_ACCTS_20 x LN_PROTECTION_INS_IND",0,0,0,0,0,0,0
"570","NUM_EXIST_WBC_ACCTS_18 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"571","NUM_EXIST_WBC_ACCTS_29 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"572","NUM_EXIST_WBC_ACCTS_28 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"573","NUM_EXIST_WBC_ACCTS_19 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"574","NUM_EXIST_WBC_ACCTS_25 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"575","NUM_EXIST_WBC_ACCTS_24 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"576","NUM_EXIST_WBC_ACCTS_27 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"577","NUM_EXIST_WBC_ACCTS_26 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"578","NUM_EXIST_WBC_ACCTS_21 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"579","NUM_EXIST_WBC_ACCTS_23 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"580","NUM_EXIST_WBC_ACCTS_8 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"581","NUM_EXIST_WBC_ACCTS_0 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"582","NUM_EXIST_WBC_ACCTS_14 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"583","NUM_EXIST_WBC_ACCTS_13 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"584","NUM_EXIST_WBC_ACCTS_15 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"585","NUM_EXIST_WBC_ACCTS_8 x LN_PROTECTION_INS_IND",1e-05,0,0,0,0,0,0
"586","NUM_EXIST_WBC_ACCTS_20 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"587","NUM_EXIST_WBC_ACCTS_17 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"588","NUM_EXIST_WBC_ACCTS_22 x DRIVERS_LICENCE_IND_1",0,0,0,0,0,0,0
"589","LN_AMT_1 x AMT_OF_LN_PROTECTION_INS",0,0,0,0,0,0,0
"590","LN_AMT_1 x TOT_MTH_MTGE_PYMTS",0,0,0,0,0,0,0
